Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;MPN;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email when the quantity is under this level;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
; ;Ordenador HP 800 G1 ;Ordenadores,Sobremesas USDT ;95; ; ; ; ; ; ; ;6910HPU800G130GB; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; (Intel Core i3 4130 3.4GHz/8GB/120SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 NO<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g130gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa USDT:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP 800 G1 ;Ordenadores,Sobremesas USDT ;95; ; ; ; ; ; ; ;6910HPU800G132GB; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; (Intel Core i3 4130 3.4GHz/8GB/120SSD/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          120GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g132gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa USDT:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP 800 G1 ;Ordenadores,Sobremesas USDT ;99; ; ; ; ; ; ; ;6910HPU800G135GB; ; ; ; ; ; ; ; ; ; ; ; ; ;116; ; ; ; ; ; ; ; (Intel Core i3 4130 3.4GHz/8GB/240SSD/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g135gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa USDT:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP 800 G1 ;Ordenadores,Sobremesas USDT ;105; ; ; ; ; ; ; ;6910HPU800G136GB; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; (Intel Core i3 4130 3.4GHz/8GB/240SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g136gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 7:3:0, Tipo:Sobremesa USDT:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP 800 G1 ;Ordenadores,Sobremesas USDT ;105; ; ; ; ; ; ; ;6910HPU800G137GB; ; ; ; ; ; ; ; ; ; ; ; ; ;29; ; ; ; ; ; ; ; (Intel Core i3 4130 3.4GHz/8GB/240SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel Core  i3 4130 3.4Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4400 Intel<br />· Disco Duro                          240GB SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 Lector de DVD<br />· Conexiones frontales          x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras           x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 Pro Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g137gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 7:3:0, Tipo:Sobremesa USDT:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador Lenovo Des;Ordenadores,Sobremesas USDT ;95; ; ; ; ; ; ; ;6910LENTIM72E2GB; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; (Intel Core i3 2120T 2.6Ghz/8GB/120SSD/NO-DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia Windows 7 Pro.<br /><br />GRADO B<br /><br />Ordenador Ultracompacto Tiny <br /><br />Especificaciones:<br /><br />· Marca           LENOVO<br />· Procesador   Intel Core i3 2120T (2 nucleos @ 2.60 Ghz, 4 hilos)<br />· Disco Duro    120GB SSD  (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR3 SO-DIMM (2 ZOCALOS)<br />· Lector/Grabador   No disponible<br />· Conexiones frontales     x2 USB 2.0, x2 Jack de audio<br />· Conexiones traseras    x3 USB 2.0, x1 DisplayPort, x1 VGA, x1 RJ45<br /><br />- Incluyen cables de alimentación<br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910lentim72e2gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i3:2:0, Sistema operativo:Windows 7:3:0, Tipo:Tiny:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador Dell Optip;Ordenadores,Sobremesas USDT ;125; ; ; ; ; ; ; ;6910DO9020U1GB; ; ; ; ; ; ; ; ; ; ; ; ; ;13; ; ; ; ; ; ; ; (Intel Core i5 4590s 3.0Ghz/4GB/500GB/DVD/W8HP) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 8 Home Premium<br /><br />GRADO B<br /><br />Ordenador de Sobremesa Ultracompacto<br /><br />Especificaciones:<br /><br />· Marca     DELL<br />· Procesador     Intel Core i5 4590s (4 nucleos @ 3.0 Ghz, 8 hilos, turbo @ 3.7Ghz)<br />· Disco Duro     500 GB (Varias marcas, segun disponibilidad)<br />· Memorias     4GB DDR3 (de PC)<br />· Lector/Grabador    Lector DVD<br />· Conexiones frontales     x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x2 USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x1 Puerto Serie, x2 Jack de audio    (Line In/Out/Mic) <br /><br /><br />- Sistema Operativo Windows 10 Home Premium Preinstalado<br />- Testeados y 100% verificados; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910do9020u1gb_1.jpg; ; ;Memoria RAM:4GB:1:0, Disco Duro:500GB:2:0, Procesador:Intel i5:3:0, Sistema operativo:Windows 8:4:0, Tipo:Sobremesa USDT:5:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP Elite 8;Ordenadores,Sobremesas USDT ;129; ; ; ; ; ; ; ;6910HP800G1U16GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel Core i5 4430S 2.7Ghz/8GB/120SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                                    HP<br />· Procesador                            Intel Core i5 4430S  2.7Ghz <br />· Grafica integrada                  HD Intel 4600<br />· Disco Duro                             120 GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                              8GB DDR3L  (2 ZOCALOS)<br />· Lector/Grabador                    NO<br />· Conexiones frontales            x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras             x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Conexiones Internas             (2) PCIe Mini<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hp800g1u16gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa USDT:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP Elite 8;Ordenadores,Sobremesas USDT ;135; ; ; ; ; ; ; ;6910HP800G1U17GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel Core i5 4590T 2.0Ghz/8GB/120SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                             HP<br />· Procesador                     Intel Core i5 4590T 2.0Ghz (4 nucleos, Turbo @ 3.00 Ghz)<br />· Disco Duro                      120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                        8GB DDR3L (2 ZOCALOS)<br />· Lector/Grabador             No<br />· Conexiones frontales      x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras       x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hp800g1u17gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa USDT:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP Elite 8;Ordenadores,Sobremesas USDT ;135; ; ; ; ; ; ; ;6910HP800G1U5GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel Core i5 4430s 2.7Ghz/8GB/120SSD/DVD/W7P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 7 PRO<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                                    HP<br />· Procesador                            Intel Core i5 4430s 2.7Ghz <br />· Grafica integrada                  HD Intel 4600<br />· Disco Duro                             120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                              8GB DDR3L  (2 ZOCALOS)<br />· Lector/Grabador                    DVD<br />· Conexiones frontales            x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras             x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Conexiones Internas             (2) PCIe Mini<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hp800g1u5gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 7:3:0, Tipo:Sobremesa USDT:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP Elite 8;Ordenadores,Sobremesas USDT ;139; ; ; ; ; ; ; ;6910HP800G1U6GB; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel Core i5 4430s 2.7Ghz/8GB/120SSD/DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 PRO<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /><br />· Marca                                    HP<br />· Procesador                           Intel Core i5 4430s 2.7Ghz <br />· Grafica integrada                  HD Intel 4600<br />· Disco Duro                            120GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias                             8GB DDR3L  (2 ZOCALOS)<br />· Lector/Grabador                   DVD<br />· Conexiones frontales            x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras             x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Conexiones Internas             (2) PCIe Mini<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hp800g1u6gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa USDT:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP Prodesk;Ordenadores,Sobremesas USDT ;145; ; ; ; ; ; ; ;6910HPM600G23GB; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; (Intel Core i5 6500T 2.5Ghz/8GB/240SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia original de Windows 8 PRO<br /><br />GRADO B<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />Especificaciones:<br /><br />· Marca     HP<br />· Procesador     Intel Core i5 6500T 2.5Ghz (4 nucleos, Turbo @ 3.10 Ghz)<br />· Grafica            Gráficos HD Intel 530<br />· Disco Duro     240GB SSD (Varias marcas, segun disponibilidad)<br />· Memorias     8GB DDR4 (2 zocalos)<br />· Lector/Grabador   Sin unidad óptica<br />· Conexiones frontales     x1 USB Tipo C, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 3.0, x1 DisplayPort, x1 RJ45, x1 VGA<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpm600g23gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa SFF:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP 800 G1 ;Ordenadores,Sobremesas USDT ;135; ; ; ; ; ; ; ;6910HPU800G117GA; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; (Intel core i5 4570s 2.9GHz/8GB/240SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO A<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel core  i5 4570s 2.9Ghz (2 nucleos)<br />· Grafica                                Gráficos HD 4600 Intel<br />· Disco Duro                          240GB  SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3 (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                    NO<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g117ga_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa USDT:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP 800 G1 ;Ordenadores,Sobremesas USDT ;119; ; ; ; ; ; ; ;6910HPU800G117GB; ; ; ; ; ; ; ; ; ; ; ; ; ;19; ; ; ; ; ; ; ; (Intel Core i5 4570s 2.9GHz/8GB/240SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel core  i5 4570s 2.9Ghz (2 nucleos)<br />· Grafica                                HD 4600 Intel<br />· Disco Duro                          240GB  SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3L (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                    NO<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g117gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa USDT:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
; ;Ordenador HP 800 G1 ;Ordenadores,Sobremesas USDT ;115; ; ; ; ; ; ; ;6910HPU800G118GB; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; (Intel Core i5 4570s 2.9GHz/8GB/120SSD/NO-DVD/W8P) Preinstalado;Equipos comprobados y testeados completamente. Pueden tener signos de desgaste o arañazos en su carcasa, pero son completamente funcionales. <br /><br />Estos equipos incluyen licencia de Windows 8 Pro<br /><br />Ordenador UltraCompacto Sobremesa<br /><br />GRADO B<br /><br />Especificaciones:<br /> <br />· Marca                                  HP<br />· Procesador                          Intel core i5 4570s 2.9Ghz (2 nucleos)<br />· Grafica                                HD 4600 Intel<br />· Disco Duro                          120GB  SATA SSD (Varias marcas, segun disponibilidad)<br />· Memorias                           8GB DDR3L (2 zocalos)<br />· Lector/Grabador                 NO<br />· Wifi                                    NO<br />· Conexiones frontales     x2 USB 2.0, x2 USB 3.0, x1 Micrófono, x1 Altavoces/Auriculares <br />· Conexiones traseras     x4USB 2.0, x2 USB 3.0, x2 DisplayPort, x1 VGA, x1 RJ45, x2 Puertos P/s2, x2 Jack de audio    (Line In/Out/Mic) <br />· Otras conexiones       x1 PCI<br /><br /><br />- Sistema Operativo Windows 10 PRO Preinstalado<br />- Testeados y 100% verificados<br />; ; ; ; ; ; ; ; ; ; ; ;http://www.diginova.es/xweb3/fotoartic/art_6910hpu800g118gb_1.jpg; ; ;Memoria RAM:8GB:1:0, Procesador:Intel i5:2:0, Sistema operativo:Windows 8:3:0, Tipo:Sobremesa USDT:4:0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
